,PCT filing number,Patent number,PCT filing date ,Title of invention (English),Owners,Individual/ResearchOrganization/Company,Country of Owner,Inventors,Country of Inventor,Invention aspect ,Type of mechanism or work involved,Plant used,Treatment,Commercial status,Grant date,PCT publication date, International Patent Classification 
10,1020070123636.0,1009837540000.0,30-11-2007,PROCESS FOR THE PREPARATION OF PLANT EXTRACTS FOR TREATING SKIN DISORDERS AND ENHANCING HEALING OF WOUNDS,DEVELOPMENT CENTER FOR BIOTECHNOLOGY,Research Organisation,South Korea,"WU,REY-YUH; CHUNG,YUH-SHAN; WU,YU-YUAN; HSIAO,CHIN-WEN; SIU,MA-LI",South Korea,A pharmaceutical composition comprising Plectranthus amboinicus crude extract for treating skin disease in diabetic patients and healing wounds,The extract is obtained by using the mixing separation method,Plectranthus amboinicus,Skin diseases in diabetic patients and wounds,Y,2010.09.15,2010.09.24,A61K 36/18; A61K 36/23; A61P 17/00
11,1020080053016.0,1009736820000.0,05-06-2008,Preventive and therapeutic compositions containing emodin for alcohol-induced teratogenesis,Chungbuk National University Industry-Academic Cooperation Foundation,Company,South Korea,"NAM,Sang-Yoon; YUN,YoungWon; LEE,BeomJun; KANG,Hye-Joung; PAEK,In-Jeoung; YON,Jung-Min; LEE,Se-Ra; KIM,Mi-Ra",South Korea,Composition for preventing alcoholic embryo deformity containing emodin which can effectively protect the fetus from teratogenesis caused by alcohol via its anti-oxidant activity,The active ingredient emodin suppresses the embryo deformity generated by the alcohol treatment and reduces the cGPx and SOD1 value due to the active oxygen which is recovered during emodin processing,Aloe,Alcohol-induced teratogenesis,Y,2010.07.28,2010.08.03,A61K 31/122; A61K 36/886
12,1020090041542.0,1009364570000.0,13-05-2009,A making method of fermentational composition,"Kyung Hee Management Company; OH KUN YOUNG; KIM, SIN KYU; CHOUE CHUNG WON",Company; Individual,South Korea,"KIM,SINKYU",South Korea,"A herbal medicine extract having antibacterial action wherein the smell of the characteristic is removed as to the cereals fermented food (the fast-fermented bean paste etc), the fermentation time is reduced and the production of the various germs is minimized","Comprises dipping the dried herbal medicine in the acetic acid aqueous solution, washing with purified water, adding alkali ion water to the above-mentioned washed herbal medicine and extracting from 85~95℃ alongwith other extraction procedures to obtain the final product","Chlorella, bean ",-,Y,2010.01.05,2010.01.13,A23L 7/104; A23L 3/44; C12R 1/125
13,1020087003266.0,1009931230000.0,11-07-2006,ORAL CARE IMPLEMENT HAVING RESERVOIR FOR DISPENSING ACTIVE AGENT,COLGATE PALMOLIVE CO.,Company,South Korea,"CAI,Heng; BOYD,Thomas",South Korea,"An oral care invention wherein the active agent is appropriate according to health and sanitation, with the purpose of being profitable and wherein the invention is administered to the exact amount",Comprises the actuator in which the health management device operates the transfer device and the transfer device functions to transmit the active agent decided with prior of the amount to at least one vent,"Bull bay extract, rosemary extract, green tea, grapes, bark aryne, spearmint, peppermint, cinnamon, lemon, citrus aurantifolia Swingle, orange, north America acid evergreen, sassafras, kind of clove tree, sage, eucalyptus",Oral care,Y,2010.11.02,2010.11.08,A46B 11/00; A61C 5/04
14,1020090117970.0,1009944440000.0,01-12-2009,Polysaccharide extracted from above ground part of Astragalus membranaceus and pharmaceutical composition comprising the same,KNU-Industry Cooperation Foundation,Company,South Korea,"Lim,Jung-Dae; Yu,Chang-Yeon; Cheoi,Dae-Sung; Choi,Yoo-Soon; ChungIll-Min; Hong,Soon-Yeol",South Korea,A pharmaceutical composition containing Astragali Radix extract and having vital defense function and immunostimulating activity,"The average molecular weight (Mw) of the polysaccharide extracted is 72,000 through 375,000 dalton",Astragalus membraanaceus Bunge,-,Y,2010.11.09,2010.11.16,A61K 36/481; A61P 37/02; C08B 37/00
15,1020080011719.0,1009644280000.0,05-02-2008,Cosmetic composition containing natural medicinal plant extract for alleviating skin inflammation,AMOREPACIFIC CORPORATION; inje university industry-academic cooperation foundation,Company,South Korea,"Lee,ChanWoo; Kim,HanSung; Cho,SunA; Kang,ChanKoo; Kim,JinWong; Kim,HanKon; Kim,EunKyung; Koo,KyungAh; Youn,HyunJoo; Lee,Burm,Jong",South Korea,Herbal cosmetic composition wherein the skin is protected from retinoid stimulation and inflammation upon its use and the expression of the inflammatory intermediation molecule is controlled,Relieves skin irritation by nitrogen oxide (NO) intermediation inflammation,Streptocaulon juventas,Skin inflammation,Y,2010.06.09,2010.06.16,A61K 8/97; A61Q 19/00
16,1020070100646.0,1009440420000.0,05-10-2007,Woody plant extract with antidiabetic activity,"Leewonhee Biomass Institute Co., Ltd.",Company,South Korea,KwonJiHong; JangJiEun; SoJungAe,South Korea,"Composition with tree extract having anti-atherogenic activity, antineoplastic activity, cancer metastasis and darkening inhibiting activity, immunostimulating activity and antidiabetic activity with low cost manufacture wherein no harmful material is secreted",By various methods of extraction and processing,Quercus mongolica fisch timber,Diabetes  ,Y,2010.02.17,2010.02.24,A61K 36/49; A61P 3/10; A61P 9/10; A61P 35/00
17,1020090101076.0,1009470090000.0,23-10-2009,"Skin compositions for external application, containing plant extracts",AMOREPACIFIC CORPORATION,Company,South Korea,"KIM,KwangMi; KIM,SeungHun; LEE,ByeongGon",South Korea,Invention for treating skin problems such as adhesivity dermatitis and psoriasis which is done with T-type lymph cell auxiliary immunological reaction repression capability,Variety of herbal plant composition,"Asiasari Radix, Perillae Herba, Perillae Semen, Cimicifugae Rhizoma, Melandrii Herba, Solani nigri Herba, Arctii Semen, Potentillae Radix, Cinnamomi Cortex spissus, Hoelen rubra, Phaseoli angularis Semen, Ammomi Tsao-ko Frucuts, Alpiniae katsumadaii Semen, Fagopyrum esculentum, Chenopodium album var. centrorubrum, Bistorta manshuriensis, Lycoris squamigera, Thymus quinquecostatus var. japonica, Senecio argunensis and Pimpinella brachycarpa","Atopic dermatitis, adhesivity dermatitis and psoriasis ",Y,2010.03.04,2010.03.11,A61K 36/36; A61P 17/00; A61P 17/06
18,1020090101094.0,1009429990000.0,23-10-2009,"Skin compositions for external application, containing plant extracts",AMOREPACIFIC CORPORATION,Company,South Korea,"KIM,KwangMi; KIM,SeungHun; LEE,ByeongGon",South Korea,Invention for treating skin problems such as adhesivity dermatitis and psoriasis which is done with T-type lymph cell auxiliary immunological reaction repression capability,Variety of herbal plant composition,"Asiasari Radix, Perillae Herba, Perillae Semen, Cimicifugae Rhizoma, Melandrii Herba, Solani nigri Herba, Arctii Semen, Potentillae Radix, Cinnamomi Cortex spissus, Hoelen rubra, Phaseoli angularis Semen, Ammomi Tsao-ko Frucuts, Alpiniae katsumadaii Semen, Fagopyrum esculentum, Chenopodium album var. centrorubrum, Bistorta manshuriensis, Lycoris squamigera, Thymus quinquecostatus var. japonica, Senecio argunensis and Pimpinella brachycarpa","Atopic dermatitis, adhesivity dermatitis and psoriasis ",Y,2010.02.10,2010.02.17,A61K 36/906; A61P 17/00; A61P 17/06
19,1020090101108.0,1009989930000.0,23-10-2009,"Skin compositions for external application, containing plant extracts",AMOREPACIFIC CORPORATION,Company,South Korea,"KIM,KwangMi; KIM,SeungHun; LEE,ByeongGon",South Korea,Invention for treating skin problems such as adhesivity dermatitis and psoriasis which is done with T-type lymph cell auxiliary immunological reaction repression capability,Variety of herbal plant composition,"Asiasari Radix, Perillae Herba, Perillae Semen, Cimicifugae Rhizoma, Melandrii Herba, Solani nigri Herba, Arctii Semen, Potentillae Radix, Cinnamomi Cortex spissus, Hoelen rubra, Phaseoli angularis Semen, Ammomi Tsao-ko Frucuts, Alpiniae katsumadaii Semen, Fagopyrum esculentum, Chenopodium album var. centrorubrum, Bistorta manshuriensis, Lycoris squamigera, Thymus quinquecostatus var. japonica, Senecio argunensis and Pimpinella brachycarpa","Atopic dermatitis, adhesivity dermatitis and psoriasis ",Y,2010.12.01,2010.12.09,A61K 36/70; A61P 17/06
20,1020090101119.0,1009687460000.0,23-10-2009,"Skin compositions for exteral application, containing plant extracts",AMOREPACIFIC CORPORATION,Company,South Korea,"KIM,KwangMi; KIM,SeungHun; LEE,ByeongGon",South Korea,Invention for treating skin problems such as adhesivity dermatitis and psoriasis which is done with T-type lymph cell auxiliary immunological reaction repression capability,Variety of herbal plant composition,"Asiasari Radix, Perillae Herba, Perillae Semen, Cimicifugae Rhizoma, Melandrii Herba, Solani nigri Herba, Arctii Semen, Potentillae Radix, Cinnamomi Cortex spissus, Hoelen rubra, Phaseoli angularis Semen, Ammomi Tsao-ko Frucuts, Alpiniae katsumadaii Semen, Fagopyrum esculentum, Chenopodium album var. centrorubrum, Bistorta manshuriensis, Lycoris squamigera, Thymus quinquecostatus var. japonica, Senecio argunensis and Pimpinella brachycarpa","Atopic dermatitis, adhesivity dermatitis and psoriasis ",Y,2010.07.01,2010.07.08,A61K 36/28; A61P 17/00; A61P 17/06
21,1020090101101.0,1009687470000.0,23-10-2009,"Skin compositions for external application, containing plant extracts",AMOREPACIFIC CORPORATION,Company,South Korea,"KIM,KwangMi; KIM,SeungHun; LEE,ByeongGon",South Korea,Invention for treating skin problems such as adhesivity dermatitis and psoriasis which is done with T-type lymph cell auxiliary immunological reaction repression capability,Variety of herbal plant composition,"Asiasari Radix, Perillae Herba, Perillae Semen, Cimicifugae Rhizoma, Melandrii Herba, Solani nigri Herba, Arctii Semen, Potentillae Radix, Cinnamomi Cortex spissus, Hoelen rubra, Phaseoli angularis Semen, Ammomi Tsao-ko Frucuts, Alpiniae katsumadaii Semen, Fagopyrum esculentum, Chenopodium album var. centrorubrum, Bistorta manshuriensis, Lycoris squamigera, Thymus quinquecostatus var. japonica, Senecio argunensis and Pimpinella brachycarpa","Atopic dermatitis, adhesivity dermatitis and psoriasis ",Y,2010.07.01,2010.07.08,A61K 36/26; A61K 36/9064; A61P 17/06
22,1020047006953.0,1009683910000.0,31-10-2002,USE OF AN EXTRACT FROM THE VIGNA ACONITIFOLIA PLANT INA COSMETIC AND/OR DERMOPHARMACEUTICAL COMPOSITION,"COGNIS FRANCE, S.A.S.",Company,South Korea,"CONTET-AUDON-NEAU,JEAN-LUC; DANOUX,LOUIS; GILLON,VERONIQUE; PAULY,GILLES; MOSER,PHILIPPE",South Korea,Skin medicinal composition containing plant extract as the active ingredient for local action to the epithelium accessory and/or the mucous membrane phase,The extract is composed of protein content obtained from the herbal plant,Moth bean plant,-,Y,2010.06.30,2010.07.07,A61K 36/484; A61K 36/48
23,1020070123636.0,1009837540000.0,30-11-2007,PROCESS FOR THE PREPARATION OF PLANT EXTRACTS FOR TREATING SKIN DISORDERS AND ENHANCING HEALING OF WOUNDS,DEVELOPMENT CENTER FOR BIOTECHNOLOGY,Research Organisation,South Korea,"WU,REY-YUH; CHUNG,YUH-SHAN; WU,YU-YUAN; HSIAO,CHIN-WEN; SIU,MA-LI",South Korea,A pharmaceutical composition comprising Plectranthus amboinicus crude extract for treating skin disease in diabetic patients and healing wounds,The extract is obtained by using the mixing separation method,Plectranthus amboinicus,Skin disorders,Y,2010.09.15,2010.09.24,A61K 36/18; A61K 36/23; A61P 17/00
24,1020080005662.0,1009726900000.0,18-01-2008,PLANT EXTRACTS FOR THE TREATMENT OF RHEUMATOID ARTHRITIS,DEVELOPMENT CENTER FOR BIOTECHNOLOGY,Research Organisation,South Korea,"WU,REY-YUH; CHANG,JIA-MING; CHENG,CHUN-MING; CHUNG,YUH-SHAN",South Korea,A pharmaceutical composition comprising Plectranthus amboinicus crude extract for treating rheumatoid arthritis in which the extract concentrates with the column separation after it dips the extract in ethanol,Extract obtained by means of column separation,Plectranthus amboinicus,Rheumatoid arthritis,Y,2010.07.21,2010.07.27,A61K 36/53; A61K 36/185; A61P 29/00
25,1020070099512.0,1009625870000.0,02-10-2007,"A method for fermentation of natural plants and herbal medicines, a fermented product prepared therefrom and a paharmaceutical composition, a cosmetic compositon and a food composition comprising the product","Dongguk University Industry-Academic Cooperation Foundation | LCS Biotech Co., Ltd.",Company,South Korea,"PARK,Chang-Seo; LEE,Eun-Ok; KIM,Jin-Wook; CHO,Seok-Cheol; KOOK,Moo-Chang",South Korea,"Herbal medicine invention having the effects of excellent anti-aging, anti-cancer, anti-inflammatory and immunity improvement action which is very good in terms of stability and safety",By fermenting the herbal medicine used in the Oriental medicine using yeast and lactobacillus,-,-,Y,2010.06.03,2010.06.11,C12P 1/04; C12P 1/00
26,1020090071286.0,1009652870000.0,03-08-2009,Composition for preventing and treating atopic dermatitis from domestic plant extract,"GFC Life Science Co., Ltd.",Company,South Korea,"KIM,YongJun; SHIN,HyeSeung; KWON,MiLim; SEO,JiHye; KANG,HeeChul; PARK,MiHee; LEE,KyungKwan; HONG,SoYoung",South Korea,A composition for atopic dermatitis without toxicity in the keratinocyte selected and having powerful antioxidation ability,Variety of herbal plant composition,Euonymus alatus and ginger,Atopic dermatitis ,Y,2010.06.14,2010.06.22,A61K 36/9068; A61K 36/37; A61P 17/00; A61K 8/97
27,1020080014848.0,1009668350000.0,19-02-2008,"Cosmetic composition containing plant extracts with the effect of whitening, anti-wrinkling and skin protection by ultraviolet rays","Chang Moon Sik | KANG, HWAN YUL",Individual,South Korea,"ChangMoonSik; KANG,HWANYUL; KimDongWon; MoonJongKook; ChoEunJoo; JeonOkSeon; RyuKeunSil; ParkSongAh",South Korea,A cosmetic composition comprising a physiologically active agent which is selectively abundant and protects the skin including the scalp area,Extracted by low temperature ultrasonic wave extraction method after the solid fermentation processing ,"Glycyrrhizae radix, horse riding, Polygoni multiflori Radix, Perillae Semen, Phellinus baumii, Angelica gigas, Mori Radicis Cortex, Paeonia japonica, Sophorae Radix, Scutellariae Radix","Whitening, anti-wrinkling and skin protection",Y,2010.06.22,2010.06.29,A61K 8/97; A61Q 19/00; A61Q 19/02
28,1020090104756.0,1009562010000.0,02-11-2009,Composion containing extract of natural plant and method for manufacturing the same,"Ko, Sang Heom | JI, Min Jeong",Individual,South Korea,"Ko,SangHeom; JI,MinJeong",South Korea,Invention comprising herbal extracts which can be used as a health supplementary food,By various methods of extraction and processing,"Native grass, Acanthopanax senticosus and jujube",-,N,2010.04.27,2010.05.06,A23L 1/30; A23L 2/38; A23L 21/25
29,1020080086639.0,1009985750000.0,03-09-2008,"Pharmaceutical and health food composition comprising soy yogurt and fermented product of plant extracts, fermented kimchi lactic acid bacteria","DUDUWON Co., Ltd.",Company,South Korea,Gi-Cheon Yoon; JEONGINBEOM,South Korea,Invention wherein the medical supplies and health functional food manufactured  supply high-quality nutrition due to which immunity is enhanced,By step-wise fermentation of the extract,Soy ,"Obesity, diabetes and hypertension",Y,2010.11.30,2010.12.07,A23L 1/29; A23C 9/123; A23L 1/20; A23L 1/30
30,1020080098302.0,1010022050000.0,07-10-2008,Lip care cosmetic composition containing extracts of plants,AMOREPACIFIC CORPORATION,Company,South Korea,"JUNG,Hajin; LEE,WhaYoung; KOH,Youngwoon; KIM,eunjeong; GO,Seungyong",South Korea,Cosmetic composition for lip care containing plant extracts having stability of the cosmetic composition with excellent moistness,Dosage dependent composition,"Butyrospermum parkii, Orbignya Oleifera, Helianthus Annuus, Olea Europaea",-,Y,2010.12.13,2010.12.20,A61K 8/92; A61K 8/97; A61Q 1/04
31,1020100011396.0,1009920880000.0,08-02-2010,Cosmetic composition containing natural plant extracts with X-ray protecting effect,"COSMECCA KOREA CO., LTD. | Chang Moon Sik",Company; Individual,South Korea,"PARK,SUNKI; An,HyounCheol; Jeon,BongJu; ChangMoonSik",South Korea,A cosmetic composition containing the extract from natural plants hindering melanogenesis within the cell and providing UV blocking effect,Extracted via solid fermentation processing using low temperature ultrasonic wave extraction method through the antioxidant effect,"Nelumbinis Semen, Terminariae Fructus, Alpiniae officinari Rhizoma and Korean fir",-,Y,2010.10.29,2010.11.04,A61K 8/97; A61Q 19/00
32,1020080057247.0,1010006950000.0,06-12-2010,Cosmetic composition of natural plant mixture extracts having anti-inflammation effect,"BORYUNG MEDIENCE CO., LTD. | Chang Moon Sik",Company; Individual,South Korea,SeolJang-Ho; PaikNam-Yong; KimDong-Ho; KoJae-Gun; KimDong-Hyun; LeeHo-Jun; LimNam-Hoon; LeeYoung-Hui; KimMyung-Hwa; HaKi-Cheul; ChangMoon-Sik; MoonJong-Kook; JeonOk-Seon; RyuKeun-Sil,South Korea,Invention containing mixing extract of various herbal plants with anti-inflammatory and anti-irritant effect,"Dosage dependent composition, wherein the cosmetic composition extracted with hydrated ethanol","Xanthii Fructus, rhododendron, Xanthium strumarium",-,Y,2010.12.06,2010.12.10,A61K 8/97; A61Q 19/00
33,1020080032489.0,1009776730000.0,08-04-2008,Cosmetic Composition For Stimulating the Blood Circulation and For Improving the Skin Color Containing Plant Complex Extracts,"COREANA COSMETICS CO., LTD.",Company,South Korea,"LEE,GhangTai; LEE,JungNoh; LEE,SeungJi; PARK,SukKyoung; LEE,KunKook",South Korea,Cosmetic invention which improves the blood flow problem due to aging and which cleanly maintains the skin and is safe in nature,Variety of herbal plant composition,"Aconiti koreani Tuber, Atractylodis Rhizoma alba, Bletillae Rhizoma, Bergenia Emeiensis, Mori Radicis Cortex, Glycyrrhizae radix, Ampelopsis Radix",-,Y,2010.08.18,2010.08.24,A61K 8/97; A61Q 1/00
34,1020090065263.0,1009632270000.0,17-07-2009,Composition containing fermented extract of medicinal plant for prevention or relief of alcoholic hangover and manufacturing method thereof,"KEUKDONG H-PHARM. CO., LTD.",Company,South Korea,KIMMANSOO; LEEKASOON; KIMHYUNHO; KIMMEEREE,South Korea,Invention comprising a variety of herbal plants for treating hangover having little side-effect and obtained via fermentation,"The extract promotes the aldehyde dehydrogenase (Aldehyde dehydrogenase, ALDH) activity while it hinders the alcohol dehydrogenase (Alcohol dehydrogenase, ADH) activity"," Glycyrrhizae radix, Puerariae Radix, Chinese matrimony vine, snake's beard, Poria Cocos, scouring rush, Acanthopanacis Cortex, Artemisia capillaris Thunb, Paeoniae Radix, Hoveniae Semen cum Fructus, plantago formosana",Hangover,Y,2010.06.04,2010.06.16,A61K 36/484; A61K 36/488; A61P 25/32; A61K 36/815
35,1020080043774.0,1009976740000.0,13-05-2008,COMPOSITION FOR ANTI-OXIDATION AND ANTI-CANCER COMPRISING THE EXTRACT OF QUERCUS ACUTA AS ACTIVE INGREDIENT,JEJU TECHNOPARK,Company,South Korea,"PARK,Soo-Yeong; KIM,Kil-Nam; YOON,Weon-Jong; HAM,Young-Min; JUNG,Yong-Hwan; SONG,Gwan-Pi",South Korea,Invention in which the fractions of the Japanese evergreen oak extract show the suppression effect of cancer cell proliferation,By successively extracting the suspension in the solvent hexane,Quercus acuta Thunb,Cancer,Y,2010.11.25,2010.12.03,A61K 36/185; A61P 17/18; A61P 35/00
36,1020080005782.0,1009483320000.0,18-01-2008,Composition Comprising the Extracts of Lysimachia clethroides for Prevention and Treatment of Cardiovascular Diseases,"YANG JI CHEMICAL CO., LTD.; HAN WHA PHARMA CO., LTD.",Company,South Korea,OakMin-Ho; Leejung-ok; ChoiWoon-Sun; SohnJung-Duk; KimJong-Hoon; LimJeeWoong; RheeChungKeun,South Korea,Invention which shows powerful blood vessel relaxation effect and improves the control of blood pressure and blood vessel endothelial cell malfunction (endothelial dysfunction) and therefore is the medical supply for prevention and treatment of the cardiovascular disease,Strongly hinders the NAD (P) H oxidase which is the main cause of the blood vessel disease and simultaneously controls contraction and relaxation of the vascular smooth muscle,Lysimachia clethroides,Cardiovascular disease,Y,2010.03.11,2010.03.17,A61K 36/185; A61P 9/02
37,1020080015172.0,1009676170000.0,20-02-2008,Antioxidation and whitening cosmetic compositions containing extract of Isodon inflexus var. canescens,JEJU TECHNOPARK,Company,South Korea,"LEE,Sun-Joo; BU,Hee-Jung; JUNG,Duk-Sang",South Korea, Invention which provides the method for refining the kamebakaurin compound indicated as the chemical formula 1 having the melanin pigment restraint process from the hair mountain mint extract after dividing,By various methods of extraction and processing,Isodon inflexus var. canescens,Antioxidation and whitening,Y,2010.06.25,2010.07.05,A61K 8/97; A61K 8/33; A61K 8/35; A61Q 19/08
38,1020090071210.0,1009562780000.0,03-08-2009,Composition comprising an extract of herbal combination thereof for preventing and treating diabetes mellitus,"DAI HAN PHARM. CO., LTD.",Company,South Korea,"LEE,SUNGYOUNG",South Korea,"Herbal medicine for diabetes wherein the insulin resistivity is improved and which increases the insulin secretion, having blood glucose level lowering activity with secured safety",Variety of herbal plant composition,"Balsam pear, Cordyceps, Lycii Radicis Cortex, Mori Radicis Cortex, Euonymi Lignum Suberalatum, Puerariae Radix, Polygonati Rhizoma, Atractylodis Rhizoma alba, snake's beard, cornus fruit, ginseng",Diabetes mellitus,Y,2010.04.28,2010.05.10,A61K 36/42; A61K 36/068; A61P 3/10; A61K 36/815
